Address,Price,Beds,Baths,Area,Latitude,Longitude,geometry
"Cranwell, 4 Palaceanne Lawn, Douglas, Co. Cork",425000,3,3,114,51.8835600101778,-8.458600020249662,POINT (-8.458600020249662 51.8835600101778)
"New Haven, Belvedere, Farmers Cross, Co. Cork",420000,3,2,169,51.85618113040433,-8.47670526776178,POINT (-8.47670526776178 51.85618113040433)
"Brandon, 1 Merlyn Lawn, Bishopstown, Co. Cork",390000,3,1,90,51.88034001825392,-8.516849972548357,POINT (-8.516849972548357 51.88034001825392)
"59 Ashmount Court, Silversprings, Cork City, Co. Cork",320000,4,3,120,51.90808998509687,-8.417949969143592,POINT (-8.417949969143592 51.908089985096865)
"Teach Dara, 26 Fitzgerald Place, Cork City, Co. Cork",240000,2,1,69,51.89249000600191,-8.463950021408465,POINT (-8.463950021408465 51.89249000600191)
"Castlewhite House, Castlewhite, Waterfall, Co. Cork",825000,5,1,282,51.85989999298933,-8.527994970105581,POINT (-8.527994970105581 51.85989999298933)
"Saint Anthony's, 51 Gould Street, Cork City, Co. Cork",180000,3,1,63,51.890550014511945,-8.483069980741988,POINT (-8.483069980741988 51.890550014511945)
"59 Willow Grove, Coolroe Heights, Ballincollig, Co. Cork",320000,3,3,93,51.88257999805853,-8.611360037984042,POINT (-8.611360037984042 51.88257999805853)
"Apartment E10, Edenhall, Model Farm Road, Co. Cork",179000,3,3,86,51.88975000376337,-8.537789978337372,POINT (-8.537789978337372 51.88975000376337)
"16 Ardfield Avenue, Grange, Douglas, Co. Cork",350000,3,3,100,51.86411998787156,-8.45088003596797,POINT (-8.45088003596797 51.86411998787156)
"Fairview, 66 Fairhill Drive, Fairhill, Co. Cork",265000,3,1,81,51.918259999676735,-8.493070010325425,POINT (-8.493070010325425 51.918259999676735)
"41 Kilbrody, Mount Oval, Rochestown, Co. Cork",410000,3,3,109,51.86646000569056,-8.406319994668621,POINT (-8.406319994668621 51.866460005690556)
"1 Tara Court, Glasheen, Co. Cork",550000,4,3,170,51.88655000267855,-8.495939973972696,POINT (-8.495939973972696 51.88655000267855)
"Apartment 214, River Towers, Cork City, Co. Cork",197000,2,2,71,51.896574064908144,-8.515925290432138,POINT (-8.515925290432138 51.896574064908144)
"Saint Josephs, Bishopstown Road, Wilton, Co. Cork",329000,4,2,165,51.88054998492848,-8.51342001394994,POINT (-8.51342001394994 51.88054998492848)
"Apartment 15, The Mill, Lower John Street, Cork City, Co. Cork",250000,2,1,66,51.90355001106093,-8.473730026033593,POINT (-8.473730026033593 51.90355001106093)
"4 Glyntown Road, Glanmire, Co. Cork",575000,4,3,148,51.925150007905984,-8.38350001181638,POINT (-8.38350001181638 51.925150007905984)
"11 Bridgefield Place, Curraheen Road, Bishopstown, Co. Cork",250000,2,1,70,51.88005000440407,-8.516600024195668,POINT (-8.516600024195668 51.88005000440407)
"170A Old Youghal Road, Cork City, Cork City, Co. Cork",160000,2,1,61,51.90703998408608,-8.460540011739596,POINT (-8.460540011739596 51.90703998408608)
"11 Meadow Grove Estate, Blackrock, Blackrock, Co. Cork",429000,4,2,132,51.89510000492217,-8.409460023236221,POINT (-8.409460023236221 51.89510000492217)
"2 Frederick Avenue, Crawford Gate, Blackrock, Co. Cork",420000,4,3,119,51.88691997988471,-8.40982002597758,POINT (-8.40982002597758 51.88691997988471)
"3 Lower Kensington, Rochestown, Rochestown, Co. Cork",650000,5,3,204,51.872519995957845,-8.398609984851731,POINT (-8.398609984851731 51.872519995957845)
"149 Leeview, Ballincollig, Co. Cork",275000,3,1,74,51.89255999489342,-8.582640033486598,POINT (-8.582640033486598 51.89255999489342)
"25 Pinecourt, Church Road, Blackrock, Co. Cork",175000,2,1,51,51.89361379911089,-8.420060454859552,POINT (-8.420060454859552 51.89361379911089)
"14 Holly House, Garrane Darra, Wilton, Co. Cork",250000,2,2,86,51.874072919630166,-8.516896316535714,POINT (-8.516896316535714 51.874072919630166)
"58 Church View, Ballincollig, Co. Cork",340000,4,2,122,51.88563000498601,-8.593440031909125,POINT (-8.593440031909125 51.88563000498601)
"Apartment 17, Castlejane Court, Glanmire, Co. Cork",195000,2,1,65,51.92356902062836,-8.408215356371784,POINT (-8.408215356371784 51.923569020628356)
"Lislee, 3 Saint Mary's Villas, Pouladuff, Co. Cork",375000,3,1,120,51.88790749945526,-8.482270680668664,POINT (-8.482270680668664 51.88790749945526)
"27 Innishmore Grove, Ballincollig, Co. Cork",225000,3,1,101,51.8909300080924,-8.609860012591753,POINT (-8.609860012591753 51.8909300080924)
"12 Hansborough, Belgrave Avenue, Cork City, Co. Cork",325000,5,3,164,51.90332998610256,-8.464540023572994,POINT (-8.464540023572994 51.90332998610256)
"3 Old Spangle Hill, Farranree, Farranree, Co. Cork",165000,3,1,70,51.91408583100008,-8.482451036999976,POINT (-8.482451036999976 51.91408583100008)
"69 The Lawn, Coolroe Meadows, Ballincollig, Co. Cork",290000,3,2,90,51.88346001407294,-8.61535996599838,POINT (-8.61535996599838 51.88346001407294)
"1A McCurtains Villas, College Road, Cork City, Co. Cork",240000,2,2,61,51.89295997931293,-8.48568999603657,POINT (-8.48568999603657 51.892959979312934)
"28 Evergreen Buildings, Cork City, Co. Cork",210000,2,1,41,51.894089985589545,-8.476019961981109,POINT (-8.476019961981109 51.894089985589545)
"Anfield, 8 The Rise, Greenvalley, Donnybrook, Co. Cork",330000,3,2,118,51.87694999942414,-8.527010012663453,POINT (-8.527010012663453 51.87694999942414)
"Anfield, 8 The Rise, Greenvalley, Douglas, Co. Cork",330000,3,2,118,51.8602599957307,-8.441730015185527,POINT (-8.441730015185527 51.8602599957307)
"14 Rock Cottages, North Mall, Cork City, Co. Cork",150000,2,1,45,51.90166999208819,-8.481269967035047,POINT (-8.481269967035047 51.90166999208819)
"29 Fort Hill, Moneygurney, Douglas, Co. Cork",295000,3,3,102,51.863220668605,-8.407517356504496,POINT (-8.407517356504496 51.863220668604995)
"52 Copper Valley Vue, Riverstown, Glanmire, Co. Cork",380000,4,3,129,51.929279981148085,-8.377339983534682,POINT (-8.377339983534682 51.929279981148085)
"3 Marble Hall Cottages, Ballinlough Road, Cork City, Co. Cork",295000,2,1,67,51.89047998371092,-8.461469983896933,POINT (-8.461469983896933 51.89047998371092)
"11 Ardfield Road, Grange, Grange, Co. Cork",335000,3,3,88,51.87372149846918,-8.645821289763235,POINT (-8.645821289763235 51.87372149846918)
"9 Wallace's Avenue, Ballinlough, Ballinlough, Co. Cork",325000,4,1,115,51.59600429077666,-9.155845939653728,POINT (-9.155845939653728 51.59600429077666)
"1A Montenotte Park, Montenotte, Co. Cork",495000,4,2,151,51.90793999093955,-8.450560014904738,POINT (-8.450560014904738 51.90793999093955)
"1 Lotabeg Farm, Lotabeg, Lota, Co. Cork",150000,3,2,116,51.91233001272769,-8.423340035799583,POINT (-8.423340035799583 51.91233001272769)
"39 Palmbury, Togher, Togher (Cork City), Co. Cork",220000,2,1,57,51.87138001521649,-8.493860004699712,POINT (-8.493860004699712 51.87138001521649)
"14 Woodbine Lawn, Inniscarra View, Ballincollig, Co. Cork",370000,3,2,120,51.886990010685736,-8.571940031168964,POINT (-8.571940031168964 51.886990010685736)
"12 Milford, Elm Park, Wilton, Co. Cork",355000,4,2,124,51.87258001038458,-8.500039981910987,POINT (-8.500039981910987 51.87258001038458)
"11 Ashburton Row, Gardiners Hill, St. Lukes, Co. Cork",180000,3,2,78,51.90921999137348,-8.450660011009631,POINT (-8.450660011009631 51.909219991373476)
"47 Westbury Estate, Wilton, Wilton, Co. Cork",265000,3,1,98,51.87317998701389,-8.50439002202097,POINT (-8.50439002202097 51.873179987013884)
"28 Highfield Square, Ballincollig, Co. Cork",279000,2,2,81,51.88384000765339,-8.57530000087587,POINT (-8.57530000087587 51.88384000765339)
"4 City View Terrace, Winters Hill, Cork City, Co. Cork",165000,2,1,46,51.90146999987843,-8.48463999502576,POINT (-8.48463999502576 51.90146999987843)
"8 Marian Ville, Saint Lukes, Cork City, Co. Cork",225000,2,1,63,51.90647001467016,-8.45929999298383,POINT (-8.45929999298383 51.90647001467016)
"Pemberly, Alexandra Road, St. Lukes, Co. Cork",685000,5,4,236,51.90508000175706,-8.458210010294891,POINT (-8.458210010294891 51.90508000175706)
"9 Ard Na Laoi Montenotte Cork, Montenotte, Co. Cork",440000,4,3,140,51.90680001019817,-8.451450005383919,POINT (-8.451450005383919 51.90680001019817)
"21 Bellvue Court, Cork City, Co. Cork",225000,3,1,96,51.90655001993596,-8.462289985484574,POINT (-8.462289985484574 51.90655001993596)
"Llamedos, 3 Palmbury, Togher, Co. Cork",240000,3,1,79,51.87115999025812,-8.49595003225653,POINT (-8.49595003225653 51.87115999025812)
"15 Heatherton Park, South Douglas Road, Douglas, Co. Cork",320000,3,1,89,51.882260018904816,-8.457789993126767,POINT (-8.457789993126767 51.882260018904816)
"137 Saint Michael's Road, Farranree, Farranree, Co. Cork",195000,2,1,61,51.91550000659913,-8.475400036422258,POINT (-8.475400036422258 51.91550000659913)
"4 Red Abbey Court, Margaret Street, Cork City, Co. Cork",350000,3,2,78,51.89418000722964,-8.470780015210977,POINT (-8.470780015210977 51.894180007229636)
"Apartment 43, Distillery Court, Ballincollig, Co. Cork",265000,2,2,76,51.88399504102605,-8.590660027793419,POINT (-8.590660027793419 51.88399504102605)
"11 Old Quarry, Ballincollig, Co. Cork",270000,2,2,82,51.88561685943076,-8.615796703127275,POINT (-8.615796703127275 51.88561685943076)
"Saint Joseph's, 31 Clareville Estate, Cork City, Co. Cork",345000,3,1,87,51.88581998082148,-8.481060000360515,POINT (-8.481060000360515 51.88581998082148)
"1 Belgard Downs, Rochestown Road, Rochestown, Co. Cork",285000,3,1,77,51.87774944861152,-8.372337065633237,POINT (-8.372337065633237 51.87774944861152)
"Apartment 29, Arcadia Hall, Cork City, Co. Cork",185000,3,1,75,51.902480019211055,-8.457309961531934,POINT (-8.457309961531934 51.902480019211055)
"2 Lower View Ville, Strawberry Hill, Sunday's Well, Co. Cork",325000,3,2,107,51.89918999648614,-8.501879977296056,POINT (-8.501879977296056 51.89918999648614)
"5 Glen Mervyn, Glanmire, Co. Cork",225000,1,1,60,51.92694000000006,-8.399309999999957,POINT (-8.399309999999957 51.92694000000006)
"318 Old Youghal Road, Mayfield, Co. Cork",175000,2,1,57,51.913970015902976,-8.432170035518794,POINT (-8.432170035518794 51.913970015902976)
"176 The Willows, Willowcourt, Ballincollig, Co. Cork",270000,3,1,88,51.89311998984456,-8.580740023674792,POINT (-8.580740023674792 51.893119989844564)
"54 Alderbrook, Frankfield, Douglas, Co. Cork",295000,3,2,106,51.86974998650595,-8.473029969480365,POINT (-8.473029969480365 51.86974998650595)
"55 An Radharc Maryborough Ridge Douglas Cork, Douglas, Co. Cork",365000,3,3,131,51.86276999854613,-8.417479995832537,POINT (-8.417479995832537 51.86276999854613)
"Curraheen Road, Bishopstown, Co. Cork",545000,3,2,102,51.879800000000046,-8.517149999999958,POINT (-8.517149999999958 51.879800000000046)
"35 Laburnum Lawn, Model Farm Road, Co. Cork",355000,3,2,120,51.88679001847598,-8.511880006879522,POINT (-8.511880006879522 51.88679001847598)
"42 Delford Drive, Rochestown Road, Rochestown, Co. Cork",320000,3,1,83,51.87774944861152,-8.372337065633237,POINT (-8.372337065633237 51.87774944861152)
"24 The Lodge, Classes Lake, Ballincollig, Co. Cork",245000,2,2,63,51.88273436463609,-8.62721982467717,POINT (-8.62721982467717 51.88273436463609)
"14 Old Court, Greenfields, Ballincollig, Co. Cork",520000,4,3,122,51.88105998182718,-8.61758997133822,POINT (-8.61758997133822 51.88105998182718)
"48 Hollyville, Grange, Grange, Co. Cork",250000,2,3,94,51.90368998884395,-8.507629962874404,POINT (-8.507629962874404 51.90368998884395)
"Bettyville, 85 Bride Valley View, Fairhill, Co. Cork",220000,3,1,91,51.9166600200891,-8.491119960551686,POINT (-8.491119960551686 51.9166600200891)
"The Gables, 31 Byefield Park, Mayfield, Co. Cork",375000,4,2,127,51.91228998914002,-8.43156997507046,POINT (-8.43156997507046 51.91228998914002)
"6 Aras Na H-Ollscoile, Sheares Street, Cork City, Co. Cork",159000,2,1,50,51.898159986314425,-8.481699958667946,POINT (-8.481699958667946 51.898159986314425)
"9 Bellair Close, Bellair Estate, Douglas, Co. Cork",280000,2,1,66,51.88953999517929,-8.454739986199286,POINT (-8.454739986199286 51.88953999517929)
"9 Mount View Terrace, Ballyhooly Road, St. Lukes, Co. Cork",260000,5,2,133,51.906919997142126,-8.457199990962266,POINT (-8.457199990962266 51.906919997142126)
"17 The Oaks, Maryborough Ridge, Douglas, Co. Cork",285000,3,3,115,51.862959862029214,-8.413619337110868,POINT (-8.413619337110868 51.862959862029214)
"51 White Oaks, Wilton, Wilton, Co. Cork",275000,3,1,90,51.8736100205563,-8.507659970087786,POINT (-8.507659970087786 51.8736100205563)
"18 Mahon Park, Blackrock, Co. Cork",230000,2,1,71,51.89372000838338,-8.405639970864001,POINT (-8.405639970864001 51.89372000838338)
"45 Stockton Close, Grange, Grange, Co. Cork",350000,4,2,92,51.86864998744272,-8.450000019953592,POINT (-8.450000019953592 51.86864998744272)
"3 Sullivan's Lane, Barrack Street, Cork City, Co. Cork",155000,2,1,45,51.89293998847387,-8.478950023874148,POINT (-8.478950023874148 51.89293998847387)
"8 Ardeevin, Ballinlough Road, Ballinlough, Co. Cork",249000,3,1,60,51.60150000000005,-9.169299999999964,POINT (-9.169299999999964 51.601500000000044)
"19 Glengarriff Road, Fairhill, Fairhill, Co. Cork",200000,3,1,80,51.90979000269891,-8.48712003253732,POINT (-8.48712003253732 51.90979000269891)
"4 Nelsons Terrace, Lower Glanmire Road, Cork City, Co. Cork",285000,3,2,173,51.902940018057336,-8.45322998634225,POINT (-8.45322998634225 51.902940018057336)
"34 Halldene Estate, Curraheen Road, Bishopstown, Co. Cork",395000,4,2,150,51.88005000440407,-8.516600024195668,POINT (-8.516600024195668 51.88005000440407)
"3 Woodford, Melbourn Road, Bishopstown, Co. Cork",275000,3,1,79,51.80178000209935,-8.30356004103254,POINT (-8.30356004103254 51.80178000209935)
"19 Inniscarra Road, Fairhill, Fairhill, Co. Cork",220000,3,1,80,51.90842999699919,-8.485220022725514,POINT (-8.485220022725514 51.90842999699919)
"34 Inchera Lawn, Mahon, Mahon, Co. Cork",220000,3,1,78,51.88939000102198,-8.398040015435782,POINT (-8.398040015435782 51.88939000102198)
"39 Blarney Street, Cork City, Co. Cork",195000,4,2,80,51.90186000983317,-8.482850039602653,POINT (-8.482850039602653 51.90186000983317)
"3 The Lawn, Coolroe Meadows, Ballincollig, Co. Cork",330000,3,3,90,51.88566998666417,-8.619140036692443,POINT (-8.619140036692443 51.88566998666417)
"20 Denroches Cross, Glasheen, Co. Cork",215000,3,1,58,51.890550014511945,-8.488540010754264,POINT (-8.488540010754264 51.890550014511945)
"4 Leeview Terrace, Blarney Street, Cork City, Co. Cork",145000,2,1,43,51.90140998545169,-8.484769998344007,POINT (-8.484769998344007 51.90140998545169)
"50 Greenhills Court, South Douglas Road, Douglas, Co. Cork",235000,3,2,95,51.87924001919069,-8.452600002499565,POINT (-8.452600002499565 51.87924001919069)
"131 Curragh Woods, Frankfield, Co. Cork",320000,3,2,92,51.864969996672585,-8.474149959382657,POINT (-8.474149959382657 51.864969996672585)
"94 East Avenue, Park Gate, Frankfield, Co. Cork",425000,4,3,118,51.87056001362882,-8.458560038571505,POINT (-8.458560038571505 51.87056001362882)
"81 Cardinal Court, Wilton, Wilton, Co. Cork",290000,3,2,82,51.87731000216553,-8.511399975284661,POINT (-8.511399975284661 51.87731000216553)
"72 Sonata, Hartys Quay, Rochestown, Co. Cork",230000,1,1,61,51.87885998370072,-8.393459975902658,POINT (-8.393459975902658 51.87885998370072)
"Apt 14, Copley Hall, Cotters Street, Cork, Cork City Centre",210000,1,1,45,51.895000008817306,-8.46582999847169,POINT (-8.46582999847169 51.895000008817306)
"22 The Elms, Classes Lake, Ballincollig, Co. Cork",270000,3,2,85,51.88435000455209,-8.630779985632188,POINT (-8.630779985632188 51.88435000455209)
"6 Rosslee, Melbourn Road, Bishopstown, Co. Cork",275000,3,2,92,51.88568000303846,-8.531159976744647,POINT (-8.531159976744647 51.88568000303846)
"63 West Avenue, Park Gate, Douglas, Co. Cork",319000,3,2,99,51.869130019037584,-8.460990036121103,POINT (-8.460990036121103 51.869130019037584)
"42 The Lawn, Coolroe Meadows, Ballincollig, Co. Cork",330000,3,3,93,51.882530000006085,-8.61328997119017,POINT (-8.61328997119017 51.882530000006085)
"Eden, Templeusque, Glanmire, Co. Cork",595000,4,4,260,51.96714000000003,-8.410399999999981,POINT (-8.410399999999981 51.96714000000003)
"37 Rivergrove, Riverstown, Glanmire, Co. Cork",335000,4,3,117,51.92697001245196,-8.385590039373199,POINT (-8.385590039373199 51.92697001245196)
"Clonbar House, Curraheen Road, Bishopstown, Cork City, Co. Cork",600000,5,2,173,51.87374999833935,-8.540230034170776,POINT (-8.540230034170776 51.87374999833935)
"Apt 1, 2 & 3, Apartment 1, 123 Lower Glanmire Road, Glanmire, Co. Cork",320000,6,3,344,51.90158104144005,-8.463114193649918,POINT (-8.463114193649918 51.90158104144005)
"43 Lindville, Blackrock Road, Blackrock, Co. Cork",830000,5,4,178,51.89598999540135,-8.437170008401012,POINT (-8.437170008401012 51.89598999540135)
"20 Ardpatrick Close, Cork City, Co. Cork",310000,4,3,132,51.90044000000006,-8.413239999999973,POINT (-8.413239999999973 51.90044000000006)
"7 The Maples, Frankfield, Frankfield, Co. Cork",445000,4,3,123,51.867349996169736,-8.4657399768316,POINT (-8.4657399768316 51.867349996169736)
"7 Croaghtamore Square, Glasheen Road, Glasheen, Co. Cork",225000,3,1,67,51.89026000066207,-8.488719970215442,POINT (-8.488719970215442 51.89026000066207)
"24 Ardfield Green, Grange, Grange, Co. Cork",335000,3,3,88,51.86337999154972,-8.451069969893922,POINT (-8.451069969893922 51.86337999154972)
"Padre Pio 113 Harbour View Road, Knocknaheeny, Co. Cork",195000,3,1,75,51.905520009764246,-8.502620015527413,POINT (-8.502620015527413 51.905520009764246)
"Apartment 2, Brideholm, Cork City, Co. Cork",220000,2,2,60,51.91955999094972,-8.484000036718328,POINT (-8.484000036718328 51.91955999094972)
"Apartment 81, Tivoli Woods, Tivoli, Co. Cork",255000,2,2,70,51.90552000000008,-8.41080999999997,POINT (-8.41080999999997 51.90552000000008)
"21 The Sherkin, Lancaster Gate, Cork City, Co. Cork",550000,2,2,85,51.89588999929646,-8.483450016231956,POINT (-8.483450016231956 51.89588999929646)
"4 Coppingers Crescent, Coppingers Court, Cork City, Co. Cork",189000,1,1,43,51.817539991725965,-8.391050011101669,POINT (-8.391050011101669 51.817539991725965)
"15 Hollyhill Lane, Blarney Street, Cork City, Co. Cork",235000,2,2,71,51.90209998372109,-8.503359969939737,POINT (-8.503359969939737 51.90209998372109)
"5 Bishopscourt Way, Bishopstown, Co. Cork",420000,4,2,142,51.87841000122876,-8.513929968939124,POINT (-8.513929968939124 51.87841000122876)
"34 Orchard Court, Blackpool, Cork City, Co. Cork",100000,1,1,47,51.9129027980954,-8.474091447736468,POINT (-8.474091447736468 51.9129027980954)
"""The Four Fountains"", Ballinora, Waterfall, Cork City, Co. Cork",635000,5,5,263,51.87179001601029,-8.570379991349938,POINT (-8.570379991349938 51.871790016010294)
"7 Camden Court, Knapps Square, Cork City, Cork City, Co. Cork",175000,2,1,57,51.90166999208819,-8.473149998333838,POINT (-8.473149998333838 51.90166999208819)
"Coolyduff, Inniscarra, Co. Cork",625000,5,5,216,51.894448249874685,-8.60788561099433,POINT (-8.60788561099433 51.894448249874685)
"13 Clifton Estate, Ballintemple, Ballintemple, Co. Cork",425000,3,2,107,51.6217400927134,-8.849977343902957,POINT (-8.849977343902957 51.6217400927134)
"1 Peter O'Donovan Crescent, Ballincollig, Co. Cork",300000,6,2,131,51.88976999460243,-8.609530017063747,POINT (-8.609530017063747 51.88976999460243)
"229 Eagle Valley, Sarsfield Road, Wilton, Co. Cork",280000,3,3,95,51.873639985860166,-8.51441997499876,POINT (-8.51441997499876 51.873639985860166)
"Kilbrin, Woodview, Douglas, Co. Cork",1250000,4,4,254,51.88128998125032,-8.44084999917115,POINT (-8.44084999917115 51.88128998125032)
"28 Tower Street, Cork City, Co. Cork",199000,2,1,66,51.892099996047136,-8.474030014348244,POINT (-8.474030014348244 51.892099996047136)
"Hill House, Coolflugh, Cloghroe, Blarney, Co. Cork",420000,4,3,176,51.92043210999983,-8.618616435084931,POINT (-8.618616435084931 51.92043210999983)
"Killeshin, 20 Endsleigh Estate, Douglas, Co. Cork",575000,4,2,151,51.883189991062125,-8.441800004077038,POINT (-8.441800004077038 51.883189991062125)
"10 Sheare's Park, Glasheen Road, Glasheen, Co. Cork",280000,3,1,87,51.88548998529348,-8.503189984943333,POINT (-8.503189984943333 51.885489985293475)
"16 Heathervue, Glanmire, Co. Cork",330000,4,2,118,51.92636001944837,-8.398110004327322,POINT (-8.398110004327322 51.92636001944837)
"7 Nutgrove Mews, Maryborough Woods, Douglas, Co. Cork",315000,3,3,109,51.86956998513526,-8.431739960066864,POINT (-8.431739960066864 51.86956998513526)
"9 Bridgefield Grove, Curraheen Road, Bishopstown, Co. Cork",370000,3,3,95,51.88005000440407,-8.516600024195668,POINT (-8.516600024195668 51.88005000440407)
"Aisling, Rossa Avenue, Bishopstown, Co. Cork",395000,4,1,91,51.88103001652334,-8.530000005164197,POINT (-8.530000005164197 51.88103001652334)
"5 Hillside Avenue, Glasheen, Glasheen, Co. Cork",365000,3,2,160,51.88538001472381,-8.493850030234938,POINT (-8.493850030234938 51.88538001472381)
"5 Avoncourt, Ballincollig, Co. Cork",330000,4,2,123,51.88525001140556,-8.612599972920776,POINT (-8.612599972920776 51.88525001140556)
"Apartment 38, Distillery Court, Ballincollig, Co. Cork",249000,2,2,53,51.88399504102605,-8.590660027793419,POINT (-8.590660027793419 51.88399504102605)
"8 Churchyard Lane, Ballintemple, Co. Cork",315000,2,2,78,51.894620015236825,-8.434299960934709,POINT (-8.434299960934709 51.894620015236825)
"29 Ryecroft, Maryborough Woods, Douglas, Co. Cork",425000,4,3,115,51.87054999725453,-8.433539973773776,POINT (-8.433539973773776 51.87054999725453)
"37 Pinewood, Elm Park, Wilton, Co. Cork",265000,3,1,91,51.87250997958356,-8.50279997498859,POINT (-8.50279997498859 51.872509979583555)
"71 Barrack Street, Cork City, Co. Cork",225000,3,1,71,51.8927500126384,-8.480089962706018,POINT (-8.480089962706018 51.8927500126384)
"Loughmahon View, The Close, Rochestown, Co. Cork",520000,2,2,108,51.87491998629409,-8.4061800168856,POINT (-8.4061800168856 51.87491998629409)
"Dun Padraig, 15 Bishopstown Avenue, Model Farm Road, Co. Cork",1250000,5,4,191,51.88587999524822,-8.513970034436312,POINT (-8.513970034436312 51.88587999524822)
"4 Shournagh Drive, Blarney, Co. Cork",429500,4,3,150,51.93106000401593,-8.592599997572876,POINT (-8.592599997572876 51.93106000401593)
"2 The Garnish, Lancaster Gate, Western Road, Co. Cork",365000,2,2,73,51.89588999929646,-8.483450016231956,POINT (-8.483450016231956 51.89588999929646)
"22 Iona Place, Mayfield, Co. Cork",260000,3,1,72,51.909150002481965,-8.434589974784558,POINT (-8.434589974784558 51.909150002481965)
"Apartment 107, Atkins Hall, Cork City, Co. Cork",220000,2,1,65,51.89622269077401,-8.513515819679442,POINT (-8.513515819679442 51.89622269077401)
"Apartment 415, River Towers, Lee Road",185000,2,2,61,-23.60553999999996,-46.70024999999998,POINT (-46.70024999999998 -23.605539999999962)
"2 The Beeches, Blarney, Co. Cork",625000,4,3,189,51.940138219373566,-8.567901577415407,POINT (-8.567901577415407 51.940138219373566)
"146 The Haven, Jacob's Island, Mahon, Co. Cork",285000,3,2,125,51.88172965649736,-8.39654743575432,POINT (-8.39654743575432 51.88172965649736)
"Ringmahon, 1 Highfield Lawn, Model Farm Road, Co. Cork",495000,3,2,135,51.88681000931504,-8.517190026360197,POINT (-8.517190026360197 51.88681000931504)
"Rosanna House, Rosanna, Lee Road",975000,5,3,298,51.90388998105371,-8.5537799673871,POINT (-8.5537799673871 51.90388998105371)
"The Moorings, Woodhill Park, Tivoli, Co. Cork",690000,4,5,203,51.90393000464138,-8.434849981421081,POINT (-8.434849981421081 51.90393000464138)
"37 The Sycamores, Classes Lake, Ballincollig, Co. Cork",295000,3,2,84,51.88686998183226,-8.62644000380601,POINT (-8.62644000380601 51.88686998183226)
"Cruac Pé¡draig, 55 Beechwood Park, Ballinlough, Co. Cork",415000,3,2,107,51.88701000152483,-8.445670012592188,POINT (-8.445670012592188 51.88701000152483)
"34 Ballyhooly Road, Cork City, Co. Cork",235000,2,1,63,51.90859000753079,-8.455269973937078,POINT (-8.455269973937078 51.90859000753079)
"Sallybrook, Glanmire, Co. Cork",385000,3,2,124,51.94056000000006,-8.397009999999966,POINT (-8.397009999999966 51.94056000000006)
"1 The View, Lover's Walk, Montenotte, Cork City, Co. Cork",975000,4,3,276,51.904689991802286,-8.445589965416872,POINT (-8.445589965416872 51.904689991802286)
"Inagh, 12 The Grove, Shanakiel, Co. Cork",450000,4,2,131,51.89841999295095,-8.50284004048578,POINT (-8.50284004048578 51.89841999295095)
"125 Curragh Woods, Frankfield, Frankfield, Co. Cork",335000,3,2,94,51.865130007204186,-8.47354000828858,POINT (-8.47354000828858 51.865130007204186)
"40 Cherry Lawn, Church Road, Blackrock, Co. Cork",265000,2,2,73,51.89140999777774,-8.415359961062364,POINT (-8.415359961062364 51.89140999777774)
"Majella, 39 Farranlea Grove, Model Farm Road, Co. Cork",395000,3,1,97,51.88988998154639,-8.512660026789007,POINT (-8.512660026789007 51.88988998154639)
"Avonlee, 68, Model Farm Road, Co. Cork",395000,3,1,104,51.88855998306002,-8.516040029244522,POINT (-8.516040029244522 51.88855998306002)
"San Antoine, 21 Lansdowne Court, Cork City, Co. Cork",240000,3,2,104,51.90614001914213,-8.470260001937987,POINT (-8.470260001937987 51.90614001914213)
"24 The Cloisters, Ballincollig, Co. Cork",320000,3,3,85,51.88499997923384,-8.576150009676894,POINT (-8.576150009676894 51.88499997923384)
"17 Camden Court, Carroll's Quay, Cork City, Co. Cork",160000,2,1,53,51.9021901943874,-8.472919998910697,POINT (-8.472919998910697 51.9021901943874)
"20 Brookwood, Ballyvolane, Ballyvolane, Co. Cork",329000,3,3,114,51.92351997919545,-8.458100039725252,POINT (-8.458100039725252 51.92351997919545)
"25 Cherry Walk, Muskerry Estate, Ballincollig, Co. Cork",415000,4,3,170,51.886459981038456,-8.597810020948685,POINT (-8.597810020948685 51.886459981038456)
"The Lodge, Hop Island, Rochestown, Co. Cork",715000,4,1,163,51.8799099847115,-8.38051999378041,POINT (-8.38051999378041 51.8799099847115)
"Glashaboy Heights, Sallybrook, Glanmire, Co. Cork",370000,3,3,105,51.92694000000006,-8.399309999999957,POINT (-8.399309999999957 51.92694000000006)
"Marden, 2 Rosegreen Avenue, Blackrock, Co. Cork",485000,3,2,101,51.8909300080924,-8.423770027432482,POINT (-8.423770027432482 51.8909300080924)
"Sleepy Hollow, Barrington's Avenue, Blackrock, Co. Cork",925000,3,2,259,51.89790461135368,-8.428654558760314,POINT (-8.428654558760314 51.897904611353674)
"Loughannon, Ardrostig, Waterfall, Co. Cork",575000,4,2,125,51.85483000000005,-8.55457999999993,POINT (-8.55457999999993 51.85483000000005)
"Apartment 44, Arcadia Hall, Cork City, Co. Cork",200000,3,1,84,51.902480019211055,-8.457309961531934,POINT (-8.457309961531934 51.902480019211055)
"Apartment 18, Douglas Wells, Well Road, Douglas, Co. Cork",380000,2,2,99,51.87998001551256,-8.437509978393791,POINT (-8.437509978393791 51.87998001551256)
